文件名,表名,导入方式,文件类型,分隔符,是否必须,源接口名,目标接口名,场次,配置文件路径,UDS接收目录,,
EDWMSC008,CBMS_JSGJANAY_CTL,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC008.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC009,CBMS_ZHLCANAY_CTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC009.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC010,CBMS_BQCUSTACCT_SUM,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC010.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC011,CBMS_BQIMPPRODUSER_SUM,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC011.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC012,CBMS_BQUSEIMPPROD_SUM,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC012.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC013,CBMS_MONENDSEG_CTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC013.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC014,CBMS_MONENDSEG_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC014.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC015,CBMS_AVGDPSITAMT_CTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC015.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC016,CBMS_AVGDPSITAMT_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC016.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC017,CBMS_CASMGMT_CTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC017.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC018,CBMS_CASMGMT_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC018.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC019,CBMS_PRODINFO_CTL,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC019.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC020,CBMS_GRPCLIMEM_MID_INF,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC020.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC021,CBMS_GRPCLI_MID_INF,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC021.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC022,CBMS_GRPHEAD_MID_INF,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC022.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC026,CBMS_GRPCLI_RIVAL_INF,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC026.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC027,CBMS_GROPCUST_BRCH,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC027.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC028,CBMS_GROPCUST_CONTACT,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC028.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC029,CBMS_GROPCUST_PARTNER,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC029.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC030,CBMS_INSURECLIMEM_FUND,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC030.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC031,CBMS_INSURECLI_FUND,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC031.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC032,CBMS_INSUREHEAD_FUND,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC032.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC033,CBMS_INSURECLIMEM_TRUST,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC033.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC034,CBMS_INSURECLI_TRUST,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC034.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC035,CBMS_INSUREHEAD_TRUST,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC035.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC036,CBMS_FETARGET_CUST,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC036.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC037,CBMS_ASSET_FORECAST_INF,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC037.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_C_WCM_DPLN_RPT_DPSIT,CBMS_DPLNRPT_DPSIT_IMP,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\EDW_C_WCM_DPLN_RPT_DPSIT.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_C_WCM_DPLN_RPT_LOAN,CBMS_DPLNRPT_LOAN_IMP,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\EDW_C_WCM_DPLN_RPT_LOAN.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_C_WCM_PAY_CNT_REMIND_M,CBMS_PAYCNT_ALM_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\EDW_C_WCM_PAY_CNT_REMIND_M.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_EBR_CUSTD_MON001,CBMS_SUPRVS_ACCTBAL_INF,APPEND,SEPARATOR,27,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\EDW_EBR_CUSTD_MON001.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_EBR_CUSTD_S001,CBMS_SUPRVS_ACCTBAL_INF,APPEND,SEPARATOR,27,N,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\EDW_EBR_CUSTD_S001.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_EBR_CUSTD_YEAR001,CBMS_SUPRVS_ACCTBAL_INF,APPEND,SEPARATOR,27,N,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\EDW_EBR_CUSTD_YEAR001.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_MSC_CORP_DPSIT_UPD_TREND,CBMS_DGACC_MBALANCE_INF,APPEND,SEPARATOR,27,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\EDW_MSC_CORP_DPSIT_UPD_TREND.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_WCM_MON001,CBMS_USEDPROD_CUST_IMP,APPEND,SEPARATOR,27,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDW_WCM_MON001.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_WCM_MON002,CBMS_USEDPROD_ACCNO_IMP,APPEND,SEPARATOR,27,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDW_WCM_MON002.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_WCM_S001,CBMS_USEDPROD_CUST_IMP,APPEND,SEPARATOR,27,N,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDW_WCM_S001.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_WCM_S002,CBMS_USEDPROD_ACCNO_IMP,APPEND,SEPARATOR,27,N,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDW_WCM_S002.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_WCM_YEAR001,CBMS_USEDPROD_CUST_IMP,APPEND,SEPARATOR,27,N,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDW_WCM_YEAR001.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDW_WCM_YEAR002,CBMS_USEDPROD_ACCNO_IMP,APPEND,SEPARATOR,27,N,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDW_WCM_YEAR002.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
FDW_WCM_MON001,CBMS_USEDPROD_CUST_IMP,APPEND,SEPARATOR,27,Y,FDW,MSC,135,999999999,SKIP,D:\config\imp_config\cbms\month\edw\FDW_WCM_MON001.xml,/snfs1/F-CBMS/target/MSC/FDW/135/
FDW_WCM_MON002,CBMS_USEDPROD_ACCNO_IMP,APPEND,SEPARATOR,27,Y,FDW,MSC,135,999999999,SKIP,D:\config\imp_config\cbms\month\edw\FDW_WCM_MON002.xml,/snfs1/F-CBMS/target/MSC/FDW/135/
FDW_WCM_S001,CBMS_USEDPROD_CUST_IMP,APPEND,SEPARATOR,27,N,FDW,MSC,135,999999999,SKIP,D:\config\imp_config\cbms\month\edw\FDW_WCM_S001.xml,/snfs1/F-CBMS/target/MSC/FDW/135/
FDW_WCM_S002,CBMS_USEDPROD_ACCNO_IMP,APPEND,SEPARATOR,27,N,FDW,MSC,135,999999999,SKIP,D:\config\imp_config\cbms\month\edw\FDW_WCM_S002.xml,/snfs1/F-CBMS/target/MSC/FDW/135/
FDW_WCM_YEAR001,CBMS_USEDPROD_CUST_IMP,APPEND,SEPARATOR,27,N,FDW,MSC,135,999999999,SKIP,D:\config\imp_config\cbms\month\edw\FDW_WCM_YEAR001.xml,/snfs1/F-CBMS/target/MSC/FDW/135/
FDW_WCM_YEAR002,CBMS_USEDPROD_ACCNO_IMP,APPEND,SEPARATOR,27,N,FDW,MSC,135,999999999,SKIP,D:\config\imp_config\cbms\month\edw\FDW_WCM_YEAR002.xml,/snfs1/F-CBMS/target/MSC/FDW/135/
WCMMODEL001,MSC_OWNACCNO_INF,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\WCMMODEL001.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
WCMMODEL002,MSC_OTHACCNO_TMP,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\WCMMODEL002.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
WCMMODEL004,MSC_USED_PROD,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\WCMMODEL004.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
WCMMODEL005,MSC_APPLY_PROD,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\WCMMODEL005.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
WCMMODEL006,MSC_PROD_QUALITY,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\WCMMODEL006.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
WCMMODEL007,CBMS_OPPOCUST,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\WCMMODEL007.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
WCMMODEL008,CBMS_SAVSEGREVERT_CTL,APPEND,FIXLENGTH,,N,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\WCMMODEL008.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
WCMMODEL009,CBMS_ACCSEGREVERT_CTL,APPEND,FIXLENGTH,,N,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\WCMMODEL009.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
HDWB2053,CBMS_GROUPCUST_IMP,,,,,,,,,,,
CCR_ASSET_AVG_INFO,CBMS_CUST_FINASSETAVG_IMP,,,,,,,,,,,
